Date,TempMax,TempAvg,TempMin,DewMax,DewAvg,DewMin,HumidityMax,HumidityAvg,HumidityMin,WindMax,WindAvg,WindMin,PressureMax,PressureAvg,PressureMin,RainTotal,DateSeattle,DayBeforeRainSeattle,Season
4152016,57,46.8,38,38,33.9,29,89,64.3,34,26,12.8,0,27.2,27.1,27,0.01,4142016,0.22,Spring
4162016,65,49.8,34,34,31.8,30,86,54.4,28,17,6.2,0,27.3,27.3,27.2,0,4152016,0.03,Spring
4172016,70,56.9,45,36,30.8,24,63,40.5,18,16,6.8,0,27.4,27.3,27.2,0,4162016,0,Spring
4182016,71,59.3,47,38,29.2,22,66,36.1,17,14,8.3,0,27.3,27.2,27.1,0,4172016,0,Spring
4192016,77,61.6,47,37,33.3,28,63,38.8,17,14,6.5,0,27.1,27.1,26.9,0,4182016,0,Spring
4202016,82,65.3,49,38,32.1,20,59,33.5,11,13,7.7,3,27,26.9,26.9,0,4192016,0,Spring
4212016,85,69,54,45,35.1,29,49,31.4,13,15,7.5,0,26.9,26.8,26.7,0,4202016,0,Spring
4222016,75,64.2,54,42,36.2,32,64,36.7,22,21,8,0,26.8,26.7,26.7,0,4212016,0,Spring
4232016,56,49.7,45,48,44.1,39,100,82.6,59,24,15.2,6,27,26.9,26.8,0.27,4222016,0,Spring
4242016,60,50.5,40,42,39.7,38,96,68.8,44,16,8.3,0,27,26.9,26.8,0.14,4232016,0,Spring
4252016,61,51.5,45,38,32.3,28,71,50.3,32,31,20.1,9,26.9,26.8,26.8,0,4242016,0.01,Spring
4262016,64,53.5,41,34,32,30,65,45.8,30,20,12.2,0,27,26.9,26.9,0,4252016,0.39,Spring
4272016,61,55,50,40,36.2,30,66,49.8,39,16,8.8,0,26.9,26.9,26.8,0,4262016,0.02,Spring
4282016,68,55.6,43,42,36.2,30,82,53.2,26,26,10.8,0,26.9,26.9,26.8,0,4272016,0,Spring
4292016,63,54.4,47,40,37.5,34,74,54,35,24,12.8,3,27,26.9,26.9,0,4282016,0,Spring
4302016,69,55.2,43,38,35.9,30,76,52.1,27,24,16.5,3,27.1,27,27,0,4292016,0,Spring
512016,70,57.2,41,41,37,33,76,50.1,30,10,4.1,0,27.2,27.1,27,0,4302016,0.01,Spring
522016,75,62.1,48,38,31.4,23,64,36.1,15,14,6.9,0,27.2,27.1,27.1,0,512016,0,Spring
532016,80,66.7,53,36,31,26,43,28.9,14,13,7.3,0,27.2,27.1,27,0,522016,0,Spring
542016,84,71,58,39,35,32,46,28.3,16,17,8.3,0,27,26.9,26.8,0,532016,0,Spring
552016,77,66.9,56,47,44.8,42,64,45.8,32,16,7.2,0,26.9,26.9,26.8,0,542016,0,Spring
562016,74,62.1,56,54,50.2,48,88,66.8,41,22,7.7,0,26.9,26.9,26.8,0,552016,0,Spring
572016,71,61.5,54,57,51.4,49,94,71.4,47,23,8.4,3,26.9,26.9,26.8,0.39,562016,0,Spring
582016,78,65.3,53,55,48.2,35,93,59.7,28,21,8.8,0,26.8,26.8,26.7,0.05,572016,0,Spring
592016,59,53.4,46,31,26.8,22,52,36.2,26,26,16.7,6,27.1,26.9,26.8,0,582016,0.02,Spring
5102016,66,54.7,40,37,30,21,79,44,18,21,9.7,0,27.2,27.1,27.1,0,592016,0.01,Spring
5112016,70,57.3,41,35,29.7,23,68,39.2,18,9,6.1,0,27.3,27.2,27.1,0,5102016,0,Spring
5122016,84,68.4,51,38,31,26,50,27.8,13,17,10.7,5,27.1,27.1,27,0,5112016,0,Spring
5132016,84,70.4,53,40,35.5,25,55,31.2,12,10,6.1,0,27.1,27,26.9,0,5122016,0,Spring
5142016,79,67.6,58,52,42.1,37,62,40.9,26,24,9.7,0,26.9,26.8,26.8,0,5132016,0,Spring
5152016,62,56,52,50,46.5,44,89,71.3,53,15,8.3,0,27,26.9,26.9,0.04,5142016,0,Spring
5162016,67,56.9,47,47,43.5,41,93,63.8,39,16,9.2,0,27.1,27,27,0.1,5152016,0.02,Spring
5172016,77,61.8,45,45,41.7,35,86,53.2,23,16,6,0,27.2,27.1,27.1,0,5162016,0.02,Spring
5182016,80,67.7,53,45,42.5,38,69,43,22,12,5,0,27.1,27,26.8,0,5172016,0.06,Spring
5192016,68,60.2,53,54,40.4,29,94,52.9,26,17,11,3,26.9,26.8,26.7,0.01,5182016,0,Spring
5202016,54,49.3,45,47,43.1,33,96,79.9,50,12,4.7,0,26.8,26.7,26.7,0.11,5192016,0.15,Spring
5212016,58,51.5,48,47,41.3,33,96,70.3,41,17,5.7,0,26.9,26.8,26.8,0.04,5202016,0.35,Spring
5222016,59,53.1,47,42,37.1,33,83,56.3,39,15,5.6,0,27,27,26.9,0.03,5212016,0,Spring
5232016,69,57.7,45,38,34.9,30,74,46.3,25,10,6.2,0,27,26.9,26.8,0.01,5222016,0.21,Spring
5242016,72,59.8,45,41,36.4,28,77,46,20,18,8,0,26.9,26.9,26.9,0,5232016,0,Spring
5252016,71,61.3,50,43,39.5,36,74,47,28,18,7.6,0,27.1,27,26.9,0,5242016,0,Spring
5262016,74,62.3,47,44,38.8,32,80,46.7,21,17,7.4,0,27.1,27,26.9,0,5252016,0,Spring
5272016,68,58.4,50,41,33,23,63,41.4,18,18,11.4,0,27.1,27,26.9,0,5262016,0,Spring
5282016,70,57.5,44,33,29.7,24,60,37.8,18,12,6.7,0,27.1,27.1,27,0,5272016,0,Spring
5292016,82,65.8,50,36,32.2,27,54,32.4,16,13,8.8,3,27.1,27,27,0,5282016,0.01,Spring
5302016,75,64.6,52,41,34,23,59,35.4,14,20,11,0,27.2,27.1,27,0,5292016,0.09,Spring
5312016,80,65.4,48,37,29.2,17,64,31.4,10,12,5.1,0,27.1,27.1,27,0,5302016,0,Spring
612016,91,73.7,57,41,32.4,27,42,25.5,10,14,8.4,3,27,27,26.9,0,5312016,0,Spring
622016,81,71.8,59,45,37.1,30,55,31.2,16,14,5.9,0,27.1,27.1,26.9,0,612016,0,Spring
632016,86,71.8,56,48,44.1,39,67,40,21,16,6.8,0,27.3,27.2,27.1,0,622016,0.04,Spring
642016,92,77.3,60,47,41.9,30,62,32.4,11,12,6.1,0,27.2,27.1,27,0,632016,0.01,Spring
652016,96,80.8,63,55,47.3,43,58,33.3,17,22,6.6,0,27,27,26.8,0,642016,0,Spring
662016,94,82.5,69,49,46.2,42,44,29,20,15,7.2,0,26.9,26.9,26.8,0,652016,0,Spring
672016,94,81.9,68,51,46.1,36,47,30.3,13,14,7.3,0,26.9,26.9,26.8,0,662016,0,Spring
682016,101,83.9,69,50,41.8,18,51,27.4,6,20,10.2,0,26.9,26.8,26.7,0,672016,0,Spring
692016,82,72.1,62,47,41.5,37,49,34.9,20,15,9.7,0,27,26.9,26.8,0,682016,0,Spring
6102016,82,71.6,62,45,41.4,38,53,34.9,21,22,10.7,0,26.9,26.9,26.8,0,692016,0.01,Spring
6112016,71,60.6,51,44,31.9,17,63,38.6,13,23,14.5,5,27.1,27.1,27,0,6102016,0.13,Spring
6122016,77,62.3,45,37,29.2,16,63,34.3,10,10,5.3,0,27.2,27.1,27.1,0,6112016,0.18,Spring
6132016,86,71.4,53,38,26.2,17,40,22,9,15,8.7,0,27.1,26.9,26.8,0,6122016,0,Spring
6142016,67,60.2,50,46,36.6,23,83,44.5,20,21,10.2,0,27,26.9,26.8,0,6132016,0,Spring
6152016,62,52.5,44,48,39.1,34,89,62.2,38,13,4.6,0,27,26.9,26.9,0.04,6142016,0,Spring
6162016,66,55.9,46,45,39.1,31,90,57.7,28,13,5.8,0,27.1,27.1,27,0.1,6152016,0.02,Spring
6172016,81,65.2,50,40,36.3,31,63,38.6,17,13,5.2,0,27.1,27.1,27,0.04,6162016,0,Spring
6182016,81,66.8,55,46,40.3,33,64,39.4,21,28,13.9,0,27.3,27.1,27,0,6172016,0,Spring
6192016,80,63,44,39,32.1,20,73,37.2,12,9,6,0,27.4,27.3,27.2,0,6182016,0.14,Spring
6202016,95,77.2,58,38,31.6,27,37,21.6,9,14,8.3,0,27.2,27.1,27,0,6192016,0,Summer
6212016,82,72.3,60,44,35,25,55,28.8,12,17,8.7,0,27.2,27.1,27,0,6202016,0,Summer
6222016,92,75.7,57,37,33.2,29,40,23.4,11,12,5.6,0,27.1,27,26.9,0,6212016,0.55,Summer
6232016,89,77,63,42,39.1,37,45,27,16,15,8.3,0,27,26.9,26.9,0,6222016,0,Summer
6242016,73,67.7,59,46,35.7,26,62,33.4,17,23,12.3,0,27.2,27.1,26.9,0,6232016,0,Summer
6252016,80,65.2,48,37,30.6,22,61,31.3,12,8,4.6,0,27.3,27.2,27.1,0,6242016,0.67,Summer
6262016,92,75.3,57,40,32.7,29,37,23.3,11,10,5.3,0,27.2,27.1,27.1,0,6252016,0.02,Summer
6272016,99,83.2,66,37,33.3,27,33,18.5,8,15,7,0,27.1,27.1,27,0,6262016,0,Summer
6282016,100,83,64,49,42.3,31,54,28.2,9,13,5.8,0,27.1,27,27,0,6272016,0,Summer
6292016,101,84,66,48,44.9,36,52,28.2,13,33,6.2,0,27.1,27,26.9,0,6282016,0,Summer
6302016,97,83.9,70,50,46.8,40,49,29.1,15,29,10.4,3,27,27,26.9,0,6292016,0,Summer
712016,94,81,66,50,40.3,16,54,27.9,6,14,7.5,0,27,27,26.9,0,6302016,0,Summer
722016,95,78.6,60,50,39.6,29,46,27.3,10,14,5.3,0,27,27,26.9,0,712016,0,Summer
732016,93,81,67,52,44.4,37,57,30.3,15,14,7.4,0,27,27,26.9,0,722016,0,Summer
742016,85,74.4,62,40,32.9,23,40,24.3,10,18,11.5,7,27.1,27,26.9,0,732016,0,Summer
752016,82,71.2,58,38,33.2,25,47,26.9,14,15,8.3,0,27.1,27,26.9,0,742016,0,Summer
762016,78,68.8,58,41,37.4,33,49,33.1,19,15,8,0,27.1,27,26.9,0,752016,0,Summer
772016,90,74.8,56,37,34.2,31,45,25.2,14,13,6.9,0,27,26.9,26.9,0,762016,0,Summer
782016,88,74.8,62,48,43.4,35,58,34.3,18,28,8.4,0,27,26.9,26.9,0,772016,0.01,Summer
792016,84,73.2,63,50,47.3,41,56,41,23,20,6.7,0,27,27,26.9,0,782016,0.23,Summer
7102016,69,56,52,53,49.1,44,93,78.3,47,30,9.5,0,27.1,27,26.9,0,792016,0.14,Summer
7112016,74,61.1,47,47,41.3,33,90,54.5,24,9,5.3,0,27.1,27.1,27,0.28,7102016,0,Summer
7122016,83,70,56,46,41.3,35,69,39.2,18,21,7.8,0,27.1,27,26.9,0,7112016,0,Summer
7132016,83,68.7,53,47,41.9,35,77,43,18,12,5.5,0,27.2,27.1,27.1,0,7122016,0,Summer
7142016,91,75.5,58,43,37.5,30,50,28.3,11,13,6.4,0,27.2,27.1,27,0,7132016,0,Summer
7152016,89,76.5,63,47,36.7,27,48,26.4,11,17,10,3,27,27,26.9,0,7142016,0,Summer
7162016,83,70.8,56,41,34.8,25,51,29.5,12,15,7.9,0,27,27,26.9,0,7152016,0,Summer
7172016,94,77.3,59,41,32.6,24,41,23.1,9,13,6.3,0,26.9,26.9,26.8,0,7162016,0,Summer
7182016,94,79.4,63,49,37.3,26,54,27.7,9,15,4.7,0,27,26.9,26.8,0,7172016,0,Summer
7192016,92,76.5,58,48,38.9,28,57,30.4,11,13,6.4,0,27.1,27,26.9,0,7182016,0,Summer
7202016,91,75.7,60,50,42.9,34,62,35.6,14,9,4.7,0,27.1,27.1,27,0,7192016,0.01,Summer
7212016,99,82.6,65,43,37.6,29,40,22.5,8,12,6,0,27.1,27,26.9,0,7202016,0,Summer
7222016,90,80.2,71,45,39.4,29,31,24,13,16,8.9,0,27.1,27.1,27,0,7212016,0,Summer
7232016,85,72.3,57,44,36.3,22,55,30.8,10,18,8.6,0,27.2,27.1,27.1,0,7222016,0,Summer
7242016,92,75.7,58,42,37.9,31,51,28.9,11,10,4.1,0,27.1,27.1,27,0,7232016,0.33,Summer
7252016,99,82,64,42,36.1,28,37,21.5,8,10,5.2,0,27.1,27,26.9,0,7242016,0,Summer
7262016,99,84,68,44,39.1,31,33,21.3,12,16,7.5,0,27,27,26.9,0,7252016,0,Summer
7272016,100,84.2,68,52,44.2,38,52,27.2,12,15,6.9,0,27.1,27,27,0,7262016,0,Summer
7282016,99,83.1,66,48,42.7,31,47,27.4,9,15,6,0,27.1,27,27,0,7272016,0,Summer
7292016,100,84.3,67,48,41.3,35,46,24.1,11,18,6.3,0,27,26.9,26.9,0,7282016,0,Summer
7302016,100,83.4,70,44,37.6,28,31,20.7,9,13,6.7,0,26.9,26.9,26.8,0,7292016,0,Summer
7312016,92,78.4,63,45,29.8,15,39,20.1,6,15,7.2,0,27,26.9,26.8,0,7302016,0,Summer
812016,93,76.3,57,37,32.9,26,45,23.6,9,14,6.5,0,27.1,27,26.9,0,7312016,0,Summer
822016,94,77.7,65,39,33.8,27,36,21.9,11,18,9,0,27,27,26.9,0,812016,0,Summer
832016,80,68.2,53,40,35.8,29,59,33.1,15,22,11.5,3,27.2,27.1,27.1,0,822016,0,Summer
842016,89,73.1,56,41,38,35,55,31,15,13,5.6,0,27.1,27,26.9,0,832016,0.13,Summer
852016,96,80.2,68,43,36.4,31,39,21.8,12,23,8.9,0,26.9,26.9,26.8,0,842016,0,Summer
862016,93,79.5,68,47,43.5,39,45,29.7,15,13,6.4,0,26.9,26.8,26.8,0,852016,0,Summer
872016,89,75.5,65,48,40.6,34,50,31.2,15,17,8,0,26.9,26.8,26.8,0,862016,0,Summer
882016,84,71.6,57,45,38.1,29,59,32.8,14,17,9.7,0,27,26.9,26.8,0,872016,0,Summer
892016,74,65.7,58,44,39.5,35,60,39.9,24,16,11.4,3,27,27,26.9,0,882016,0.03,Summer
8102016,79,65.9,51,42,37.8,35,62,38.5,20,13,5.6,0,27.1,27,27,0,892016,0,Summer
8112016,87,72.3,57,43,39,36,51,31.9,16,15,5.9,0,27.1,27.1,27,0,8102016,0,Summer
8122016,91,76.8,60,44,36,22,46,25.8,9,14,5.2,0,27.2,27.1,27.1,0,8112016,0,Summer
8132016,95,80.1,63,40,34.7,27,37,21,9,9,4.9,0,27.1,27.1,27,0,8122016,0,Summer
8142016,95,81.3,69,51,38.8,33,38,23,13,10,4.9,0,27,27,26.9,0,8132016,0,Summer
8152016,97,81.2,66,47,41.8,34,47,27.3,11,16,6.3,0,27.1,27,27,0,8142016,0,Summer
8162016,98,81.3,64,48,41,35,42,25.5,13,9,4.8,0,27.1,27,26.9,0,8152016,0,Summer
8172016,94,80.7,72,50,46,38,40,30.3,18,13,5.1,0,27,27,26.9,0,8162016,0,Summer
8182016,95,81.1,70,49,42.7,34,42,27.5,12,15,6,0,27,27,26.9,0,8172016,0,Summer
8192016,92,77.8,62,47,41,33,52,30.8,13,18,7.2,0,27.1,27,26.9,0,8182016,0,Summer
8202016,91,76.3,60,46,40.1,33,51,30.2,13,10,5.2,0,27.1,27,26.9,0,8192016,0,Summer
8212016,95,78.7,64,37,31.5,23,34,20,8,15,7.6,0,26.9,26.9,26.8,0,8202016,0,Summer
8222016,85,72.5,58,39,31.2,25,44,23.8,12,14,7.1,0,27,26.9,26.8,0,8212016,0,Summer
8232016,80,67,50,32,29.2,20,48,27,11,15,7.2,0,27.1,27.1,27,0,8222016,0,Summer
8242016,82,67.9,53,40,34.5,26,57,33,13,14,6.4,0,27.2,27.1,27.1,0,8232016,0,Summer
8252016,83,70,57,38,34.3,31,44,28.8,16,14,7.1,0,27.1,27.1,27,0,8242016,0,Summer
8262016,85,71.5,57,36,33.6,30,44,26.7,14,12,5.5,0,27,27,26.9,0,8252016,0,Summer
8272016,90,74.9,58,36,31.7,27,44,22.7,12,12,6.4,0,27,26.9,26.9,0,8262016,0,Summer
8282016,90,74.8,59,44,38.1,31,46,27.6,17,10,6,0,27.1,27.1,26.9,0,8272016,0,Summer
8292016,91,78.4,68,46,40.2,33,42,26.7,13,12,5.8,0,27.1,27.1,27,0,8282016,0,Summer
8302016,89,76.9,68,49,37.3,31,38,24.6,16,14,6.5,0,27,27,26.9,0,8292016,0,Summer
8312016,92,76.5,63,44,38.4,29,45,28,13,15,7.7,0,27,26.9,26.9,0,8302016,0,Summer
912016,85,71.8,59,47,41.8,36,60,36.6,17,14,7.3,0,27,26.9,26.9,0,8312016,0,Summer
922016,69,63.9,56,45,41.5,39,60,44.7,35,14,7.5,3,27,27,26.9,0,912016,0.01,Summer
932016,74,61.1,52,42,36.7,26,64,43.7,17,9,3.7,0,27,26.9,26.8,0,922016,0.17,Summer
942016,64,57.2,52,45,40.4,29,74,54.4,37,15,6.8,0,26.9,26.9,26.8,0,932016,0.05,Summer
952016,71,58.1,45,46,37.7,26,90,53.4,20,9,4.9,0,27,27,26.9,0,942016,0,Summer
962016,77,63.9,52,41,34.1,28,54,35.8,17,16,10.9,5,27.1,27,26.9,0,952016,0,Summer
972016,74,61.6,49,46,41,32,80,50.7,26,14,5.4,0,27.2,27.1,27.1,0,962016,0.18,Summer
982016,76,63.9,51,40,33.7,24,59,35.3,15,17,6.7,0,27.2,27.1,27.1,0,972016,0.26,Summer
992016,76,62.3,45,37,31,26,56,33.3,16,12,4.9,0,27.3,27.3,27.2,0,982016,0.03,Summer
9102016,82,65.9,51,31,26,16,43,25.6,8,10,5.3,0,27.3,27.2,27.1,0,992016,0.03,Summer
9112016,83,68.5,52,36,28,22,45,22.8,16,20,11.3,3,27,27,26.9,0,9102016,0,Summer
9122016,70,58.6,47,43,33.3,25,66,41.3,18,18,8,0,27,27,26.9,0,9112016,0,Summer
9132016,66,56.9,45,47,39.2,35,77,53.3,37,21,7.4,0,27.1,27,26.9,0,9122016,0,Summer
9142016,63,58.2,54,48,44.5,40,80,61.2,43,12,5.1,0,27.1,27.1,27,0,9132016,0,Summer
9152016,74,59,44,44,37.2,28,86,50.2,18,8,3.5,0,27.2,27.2,27.1,0,9142016,0,Summer
9162016,78,62.9,49,38,33.7,27,61,36.5,16,9,4.7,0,27.2,27.1,27.1,0,9152016,0,Summer
9172016,82,68.5,54,37,30.6,26,44,26.6,13,12,7.3,0,27.1,27.1,27,0,9162016,0,Summer
9182016,81,70.1,59,48,42.7,28,48,37.6,19,13,3.3,0,27.1,27,27,0,9172016,0.01,Summer
9192016,83,68.3,54,49,46.6,44,77,49.1,27,9,3.7,0,27.1,27.1,27,0,9182016,0.21,Summer
9202016,76,63.9,51,45,41.5,38,61,45.2,31,13,6.1,3,27.1,27,26.9,0,9192016,0,Summer
9212016,67,57.3,49,54,44,38,97,63.8,36,14,6.8,0,27,26.9,26.8,0,9202016,0.08,Summer
9222016,61,54.3,52,53,48.5,44,97,81.9,54,17,7.7,0,26.9,26.9,26.8,0.19,9212016,0,Fall
9232016,69,59,50,45,40,31,77,52.8,28,25,17.4,7,27.1,27,26.9,0.06,9222016,0,Fall
9242016,67,57.5,48,42,37.6,29,80,50.3,25,16,9.8,0,27.4,27.3,27.1,0,9232016,0,Fall
9252016,74,59.5,44,37,34.6,30,71,43.2,20,10,4.8,0,27.5,27.4,27.3,0,9242016,0.01,Fall
9262016,84,67.9,54,42,39,35,59,38,19,15,8.6,0,27.3,27.3,27.1,0,9252016,0,Fall
9272016,86,69.2,55,46,42.9,41,64,40.8,21,10,5.1,0,27.1,27.1,27,0,9262016,0,Fall
9282016,92,73.8,55,43,37,31,64,30,11,18,9.8,0,27.1,27,26.9,0,9272016,0,Fall
9292016,90,77.4,61,43,38.5,33,48,26.2,13,21,10.4,3,27.1,27,26.9,0,9282016,0.02,Fall
9302016,86,75.4,65,47,38.8,29,43,28.9,13,24,11.6,5,27.1,27,26.9,0,9292016,0,Fall
1012016,72,66,50,48,32.5,21,56,30.7,16,20,9.1,0,27.1,27,26.9,0,9302016,0,Fall
1022016,69,57,47,28,22.8,18,44,28.1,15,14,7.8,0,27,26.9,26.8,0,1012016,0,Fall
1032016,62,54,46,34,28.8,22,54,39,25,17,9.3,0,26.9,26.9,26.8,0,1022016,0,Fall
1042016,60,50.2,44,37,32.2,23,68,50.7,39,16,4.5,0,27,27,26.9,0,1032016,0,Fall
1052016,62,51.8,42,37,34.6,29,71,53.9,29,13,4.8,0,27.1,25.9,0,0,1042016,0.03,Fall
1062016,62,53.5,49,38,36,32,64,52.6,37,10,3,0,27.2,27.2,27.1,0,1052016,0.1,Fall
1072016,73,60.2,48,36,32,28,58,37,21,17,10,3,27.2,27.1,27.1,0,1062016,0.04,Fall
1082016,79,63,49,38,31.6,25,61,34.6,14,14,7.9,0,27.1,27.1,27,0,1072016,0.33,Fall
1092016,80,66,52,36,32.2,28,43,29.5,20,17,7.8,0,27.1,27,26.9,0,1082016,0.19,Fall
10102016,71,62.6,56,47,37.5,31,72,41.3,26,21,7.3,0,27,27,26.9,0,1092016,0.51,Fall
10112016,61,50.3,43,45,34.1,20,86,58.3,21,18,8.1,0,27.2,27.1,27,0,10102016,0.06,Fall
10122016,66,49.6,37,24,20.8,17,55,35.5,16,14,8.8,3,27.2,27.2,27.1,0,10112016,0,Fall
10132016,66,55.2,45,42,31.1,25,52,40.3,30,23,10.2,0,27.1,27,26.8,0,10122016,0,Fall
10142016,70,59.1,52,49,41.8,30,83,58,23,26,14.1,3,26.9,26.8,26.7,0,10132016,0.24,Fall
10152016,68,58.5,51,50,44.6,40,80,62,37,23,11.2,0,26.9,26.8,26.6,0.06,10142016,1.61,Fall
10162016,65,55.3,46,45,37,24,83,53.9,21,25,13.3,3,26.8,26.7,26.6,0.07,10152016,1.33,Fall
10172016,58,50.8,47,45,39.9,35,86,67.3,42,15,6.8,0,27,26.9,26.6,0.14,10162016,0.73,Fall
10182016,53,46.9,44,43,41.2,38,93,81.2,61,12,5.3,0,27.3,27.1,27,0.03,10172016,0.56,Fall
10192016,57,47.4,37,40,36.1,29,93,67.7,34,12,3.5,0,27.4,27.4,27.3,0.33,10182016,0.19,Fall
10202016,66,52.3,43,40,34.5,26,71,53.4,22,13,8.2,0,27.4,27.3,27.2,0,10192016,0,Fall
10212016,70,52.3,41,42,36.5,34,76,57.2,27,10,5.2,0,27.2,27.1,26.9,0,10202016,0.74,Fall
10222016,65,53,42,41,38.5,34,85,60.6,33,13,4.8,0,27.1,27,26.9,0,10212016,0.67,Fall
10232016,73,57.8,44,42,37.6,30,76,49.9,20,9,3.6,0,27.1,27,26.9,0,10222016,0.02,Fall
10242016,67,57.4,54,49,42.8,32,83,59.8,31,21,10.2,0,27,26.9,26.9,0,10232016,0.16,Fall
10252016,63,57.3,53,49,45.7,43,86,66.2,50,20,10.8,6,27.1,27.1,27,0.06,10242016,0.01,Fall
10262016,75,61.4,54,48,44.3,40,69,55.4,28,17,9.6,5,27.1,27.1,27,0.11,10252016,0.1,Fall
10272016,67,58,51,46,42.8,38,77,59,34,20,8,0,27,26.9,26.9,0.01,10262016,0,Fall
10282016,58,53.3,50,47,42.4,40,89,67.4,51,15,5.5,0,27,27,27,0,10272016,1.23,Fall
10292016,68,55.6,47,50,45.7,42,93,71.5,42,22,10.2,0,27.1,27,27,0.07,10282016,0.04,Fall
10302016,56,50.1,46,51,47,37,97,89.5,63,22,7.7,0,27,26.8,26.7,0.04,10292016,0,Fall
10312016,55,49.9,43,40,36.8,35,80,61.7,47,12,5.6,0,27.1,27,26.9,0.3,10302016,0.19,Fall
1112016,56,49,45,43,39.7,35,86,71.4,47,12,5.2,0,27.2,27.1,26.9,0.02,10312016,0.26,Fall
1122016,61,50,42,37,34.7,32,76,58.2,34,21,11.8,7,27.3,27.3,27.2,0,1112016,0.69,Fall
1132016,59,47.5,38,38,35.1,32,83,63.9,39,16,5.8,0,27.4,27.4,27.3,0,1122016,0.22,Fall
1142016,61,48.5,39,37,34.5,31,79,60.3,39,13,5.7,0,27.3,27.3,27.2,0,1132016,0.43,Fall
1152016,65,50.2,39,40,35.9,32,83,60.2,36,17,5.1,0,27.2,27.1,27,0,1142016,0,Fall
1162016,64,55.3,49,39,37,34,69,51.4,37,14,6.6,0,27.2,27.1,27,0,1152016,0,Fall
1172016,60,50,41,41,38.4,36,82,65.2,47,10,5.2,0,27.4,27.3,27.2,0,1162016,1.42,Fall
1182016,67,53.8,44,42,39,37,82,59.1,37,14,6,0,27.4,27.3,27.3,0,1172016,0.02,Fall
1192016,66,52.9,42,41,39.3,37,82,62,37,9,3.1,0,27.3,27.2,27.2,0,1182016,0.03,Fall
11102016,66,52.1,43,42,40,37,82,65.4,42,12,2.9,0,27.3,27.3,27.2,0,1192016,0,Fall
11112016,67,52.6,42,44,40.7,38,85,66.3,37,10,5.1,0,27.2,27.2,27.1,0,11102016,0.24,Fall
11122016,67,53.4,43,45,39.5,37,83,61.1,34,16,6.4,0,27.2,27.1,27.1,0,11112016,0,Fall
11132016,63,50.8,41,41,37.4,35,79,62,37,10,6.7,0,27.3,27.2,27.2,0,11122016,0.02,Fall
11142016,60,52,44,45,41.3,37,89,68.4,44,13,4.4,0,27.2,27.1,27.1,0,11132016,0.08,Fall
11152016,57,51.2,47,47,43.9,40,96,77.2,55,23,8,0,27.1,27,26.9,0,11142016,0.4,Fall
11162016,47,41,32,43,28.8,25,86,63,44,22,12.5,7,27,27,26.9,0.08,11152016,0.61,Fall
11172016,45,34.8,29,27,23.6,19,85,66.2,36,16,8.3,0,27.3,27.1,27,0,11162016,0.62,Fall
11182016,51,40,27,24,17.8,13,75,46.1,24,25,14.5,8,27.3,27.2,27,0,11172016,0.2,Fall
11192016,53,47,42,29,19.3,13,58,34.5,25,17,8.8,3,27,27,26.9,0,11182016,0,Fall
11202016,50,44.7,40,36,32.1,27,73,61.9,48,14,5.3,0,27,26.9,26.9,0,11192016,0,Fall
11212016,49,37.3,30,36,32,28,100,82.6,56,15,3.7,0,27.1,27,26.9,0,11202016,0.04,Fall
11222016,51,41.7,30,33,29.1,25,92,64.8,38,16,9.8,0,27.2,27.1,27,0,11212016,0.03,Fall
11232016,48,43.3,34,35,27.8,23,74,55.3,37,18,10.3,0,27.3,27.1,27,0,11222016,0,Fall
11242016,49,41,32,28,23.8,20,85,54.3,32,20,13.6,7,27.3,27.3,27.1,0,11232016,0.48,Fall
11252016,51,46.5,43,24,21.7,20,43,37.7,31,17,12.6,6,27.1,27.1,27,0,11242016,0.1,Fall
11262016,61,48,33,23,17.2,9,66,33,13,28,13.2,0,27,26.8,26.6,0,11252016,0.66,Fall
11272016,47,42.4,37,32,25.9,22,82,53,40,17,8.3,0,26.8,26.7,26.6,0,11262016,0.05,Fall
11282016,44,35.8,32,34,31.1,27,100,84.2,53,21,8.5,0,27,26.8,26.6,0.1,11272016,0.36,Fall
11292016,45,35.9,31,31,27.9,25,88,73.7,49,15,6.1,0,27.1,27.1,27,0.03,11282016,0.3,Fall
11302016,38,35.8,33,31,27.9,22,89,73.9,54,14,6.3,0,27.1,27.1,27,0,11292016,0.01,Fall
1212016,39,33.6,29,31,28.1,25,96,81.3,60,14,7.3,0,27.3,27.2,27.1,0,11302016,0.13,Fall
1222016,38,28.8,19,25,21.9,17,92,76.7,53,10,3.9,0,27.4,27.3,27.3,0,1212016,0,Fall
1232016,45,37.5,34,29,26.7,23,76,65.6,53,10,2.9,0,27.3,27.2,27.2,0,1222016,0.01,Fall
1242016,44,39.4,29,40,31.4,18,93,73.6,59,18,10.9,3,27.1,27,26.8,0,1232016,0.27,Fall
1252016,34,27,21,18,15.6,13,78,63.3,44,15,5,0,27.2,27.1,27,0.14,1242016,0.18,Fall
1262016,26,23,14,21,17.1,9,92,78.8,49,16,7,0,27.2,27,26.9,0,1252016,0.17,Fall
1272016,24,17.5,13,17,12.9,10,96,82.8,65,12,6,0,27.4,27.3,27.2,0.03,1262016,0.24,Fall
1282016,29,23.7,17,25,19.2,9,92,83,65,15,10,3,27.3,27.2,27.1,0,1272016,0,Fall
